factor,key,value,seed,return_code,best_epoch,best_ndcg10,best_ndcg20,best_pair_acc,last_epoch,last_train_loss,run_dir,config_path
d_model,model.d_model,24,42,0,6,0.669011,0.694635,0.61065,11,0.62802,outputs/ablation/ablation_20260318_161916/runs/d_model/value_24/seed_42,outputs/ablation/ablation_20260318_161916/configs/d_model__model.d_model=24__seed=42.yaml
d_model,model.d_model,24,43,0,11,0.708755,0.734142,0.633973,16,0.597942,outputs/ablation/ablation_20260318_161916/runs/d_model/value_24/seed_43,outputs/ablation/ablation_20260318_161916/configs/d_model__model.d_model=24__seed=43.yaml
d_model,model.d_model,24,44,0,10,0.797873,0.826097,0.60396,11,0.640468,outputs/ablation/ablation_20260318_161916/runs/d_model/value_24/seed_44,outputs/ablation/ablation_20260318_161916/configs/d_model__model.d_model=24__seed=44.yaml
d_model,model.d_model,32,42,0,7,0.715634,0.714852,0.604299,12,0.606746,outputs/ablation/ablation_20260318_161916/runs/d_model/value_32/seed_42,outputs/ablation/ablation_20260318_161916/configs/d_model__model.d_model=32__seed=42.yaml
d_model,model.d_model,32,43,0,8,0.679319,0.716628,0.638904,13,0.596929,outputs/ablation/ablation_20260318_161916/runs/d_model/value_32/seed_43,outputs/ablation/ablation_20260318_161916/configs/d_model__model.d_model=32__seed=43.yaml
d_model,model.d_model,32,44,0,14,0.794892,0.834782,0.644114,19,0.566475,outputs/ablation/ablation_20260318_161916/runs/d_model/value_32/seed_44,outputs/ablation/ablation_20260318_161916/configs/d_model__model.d_model=32__seed=44.yaml
d_model,model.d_model,40,42,0,3,0.668015,0.69262,0.59746,8,0.652046,outputs/ablation/ablation_20260318_161916/runs/d_model/value_40/seed_42,outputs/ablation/ablation_20260318_161916/configs/d_model__model.d_model=40__seed=42.yaml
d_model,model.d_model,40,43,0,8,0.71691,0.749584,0.626301,13,0.599976,outputs/ablation/ablation_20260318_161916/runs/d_model/value_40/seed_43,outputs/ablation/ablation_20260318_161916/configs/d_model__model.d_model=40__seed=43.yaml
d_model,model.d_model,40,44,0,5,0.805085,0.852269,0.638064,10,0.638679,outputs/ablation/ablation_20260318_161916/runs/d_model/value_40/seed_44,outputs/ablation/ablation_20260318_161916/configs/d_model__model.d_model=40__seed=44.yaml
